[2018-05-21T11:51:45.901Z] jokersus#3343 (275331662865367040) used Commands.Ping in Kindergarten | bleh [344556222755766283 | 352865308203024395]
[2018-05-22T13:10:50.854Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:11:16.129Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:11:41.257Z] Mhykol Eclipsed#2024 (105668802397609984) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),Victor's Butt#0286 (373173719260069889)(Not kicked: hierarchy),Mhykol Eclipsed#2024 (105668802397609984), User does not have enough permissionsUsers mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),]User does not have enough permissionsUsers mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),]
[2018-05-22T13:11:48.018Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:12:43.756Z] Mhykol Eclipsed#2024 (105668802397609984) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),Victor's Butt#0286 (373173719260069889)(Not kicked: hierarchy),Mhykol Eclipsed#2024 (105668802397609984), User does not have enough permissionsUsers mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),]User does not have enough permissionsUsers mentioned: [jokersus#3343 (275331662865367040)(Not kicked: hierarchy),]Users mentioned: []
[2018-05-22T13:13:03.942Z] jokersus#3343 (275331662865367040) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something]
[2018-05-22T13:13:18.767Z] Mhykol Eclipsed#2024 (105668802397609984) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something] Context: [/complain One]
[2018-05-22T13:13:29.099Z] jokersus#3343 (275331662865367040) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something] Context: [/complain One] Context: [/complain shit]
[2018-05-22T13:14:20.740Z] jokersus#3343 (275331662865367040) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something] Context: [/complain One] Context: [/complain shit] Context: [/complain One]
[2018-05-22T13:14:36.793Z] jokersus#3343 (275331662865367040) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something] Context: [/complain One] Context: [/complain shit] Context: [/complain One] Context: [/complain something]
[2018-05-22T13:14:45.391Z] Mhykol Eclipsed#2024 (105668802397609984) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something] Context: [/complain One] Context: [/complain shit] Context: [/complain One] Context: [/complain something] Context: [/complain Why this]
[2018-05-22T13:21:16.945Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:22:36.982Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:24:54.725Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:25:11.864Z] jokersus#3343 (275331662865367040) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain something]
[2018-05-22T13:27:08.160Z] Mhykol Eclipsed#2024 (105668802397609984) used Complain in coup | general [448471053254131712 | 448471053254131714]  Context: [/complain nani]
[2018-05-22T13:27:31.087Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T13:28:21.674Z] Mhykol Eclipsed#2024 (105668802397609984) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: []
[2018-05-22T14:13:19.379Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T14:18:04.388Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T14:26:23.718Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-22T14:56:51.484Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | bleh [344556222755766283 | 352865308203024395]  Context: [/complain something]
[2018-05-22T15:32:45.482Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-23T09:35:31.539Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-23T09:38:22.920Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-23T09:40:17.364Z] Mr.Koks#8702 (380430851227516928) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [User does not have enough permissions
[2018-05-23T09:40:41.226Z] jokersus#3343 (275331662865367040) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [User does not have enough permissionsUsers mentioned: [Tatsumaki#8792 (172002275412279296)(Not kicked: hierarchy),]
[2018-05-23T09:40:52.131Z] jokersus#3343 (275331662865367040) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [User does not have enough permissionsUsers mentioned: [Tatsumaki#8792 (172002275412279296)(Not kicked: hierarchy),]Users mentioned: [Mhykol Eclipsed#2024 (105668802397609984)(Not kicked: hierarchy),]
[2018-05-23T09:42:14.841Z] Mr.Koks#8702 (380430851227516928) used Kick in coup | general [448471053254131712 | 448471053254131714] Users mentioned: [User does not have enough permissionsUsers mentioned: [Tatsumaki#8792 (172002275412279296)(Not kicked: hierarchy),]Users mentioned: [Mhykol Eclipsed#2024 (105668802397609984)(Not kicked: hierarchy),]Users mentioned: [Mhykol Eclipsed#2024 (105668802397609984)(Not kicked: hierarchy),Tatsumaki#8792 (172002275412279296)(Not kicked: hierarchy),jokersus#3343 (275331662865367040)(Not kicked: hierarchy),Victor's Butt#0286 (373173719260069889)(Not kicked: hierarchy),Mr.Koks#8702 (380430851227516928), User does not have enough permissions
[2018-05-23T09:44:37.054Z] jokersus#3343 (275331662865367040) used Ping in coup | general [448471053254131712 | 448471053254131714] 
[2018-05-23T12:40:59.764Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:41:43.080Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:42:17.025Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:43:09.122Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:44:14.641Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:44:59.467Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:48:00.836Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:48:04.232Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:49:16.240Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:50:13.952Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:50:58.380Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:51:58.049Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:53:55.542Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:54:49.654Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:54:52.513Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:55:27.110Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:56:59.195Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:57:55.306Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T12:58:43.576Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:01:11.095Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:04:36.184Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:06:38.249Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:07:32.368Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:08:02.811Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:19:59.716Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:21:50.675Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:30:07.534Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:33:44.325Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:35:10.353Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T13:36:50.162Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:00:16.077Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:01:00.923Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:02:48.992Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:05:37.957Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:08:47.902Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:10:11.272Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:12:44.854Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:17:35.456Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:11.410Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:13.155Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:14.705Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:16.220Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:18.132Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:19.358Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:26:20.476Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:30:14.285Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:30:16.246Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:31:26.247Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:32:56.195Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:36:36.394Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:37:05.960Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714]  Context: [/complain something]
[2018-05-23T15:37:17.616Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714]  Context: [/complain sometihng]
[2018-05-23T15:40:11.815Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:43:43.479Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T15:44:08.833Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714]  Context: [/complain something]
[2018-05-23T15:47:56.213Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-23T18:10:05.925Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-23T20:08:26.042Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-23T20:08:33.617Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-23T20:17:31.540Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714]  with optional argument -v
[2018-05-24T16:57:22.374Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T17:45:48.897Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:45:57.715Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:47:14.433Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:47:17.605Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:47:38.154Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:47:40.298Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:49:49.087Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:49:51.474Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:50:25.362Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:50:27.315Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:07.315Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:11.754Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:18.563Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:37.826Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:40.522Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:52.002Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:51:52.299Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T17:56:46.594Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:56:49.775Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:56:55.228Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:56:55.498Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T17:58:48.121Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:58:50.837Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:59:00.772Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:59:01.144Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T17:59:47.301Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:59:49.422Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:59:55.423Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T17:59:55.756Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:04:02.892Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:06.090Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:12.183Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:31.586Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:31.927Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:04:41.965Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:44.946Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:04:45.206Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:06:23.024Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:06:25.593Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:06:32.359Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:06:32.631Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:06:36.544Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:07:09.066Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:07:14.127Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:07:14.716Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:09:21.638Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:09:25.676Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:09:26.266Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:18:31.146Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:30:45.255Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:30:50.323Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:30:51.059Z] jokersus#3343 (275331662865367040) used Complain in Kindergarten | boat [344556222755766283 | 344838408431992833]  Context: [/complain something]
[2018-05-24T18:30:56.484Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:30:59.793Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:31:05.788Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:32:36.318Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:32:38.611Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:32:43.197Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:33:04.431Z] jokersus#3343 (275331662865367040) used Ping in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:33:08.824Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:33:31.666Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:33:44.007Z] jokersus#3343 (275331662865367040) used Suggest in Kindergarten | boat [344556222755766283 | 344838408431992833] 
[2018-05-24T18:37:50.338Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:37:52.842Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:38:06.725Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:38:11.602Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:38:18.156Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:39:42.645Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:39:47.382Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:00.934Z] jokersus#3343 (275331662865367040) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:06.480Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:09.964Z] Mhykol Eclipsed#2024 (105668802397609984) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:22.093Z] Mhykol Eclipsed#2024 (105668802397609984) used Complain in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:54.858Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:40:59.915Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:41:22.129Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:41:24.945Z] jokersus#3343 (275331662865367040) used Suggest in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:47:06.162Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:47:12.551Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:47:19.077Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:47:23.703Z] Mhykol Eclipsed#2024 (105668802397609984) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:47:54.324Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:49:21.750Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:49:28.630Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:49:37.626Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:50:49.388Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:50:53.725Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:50:58.614Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:54:51.947Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:56:49.129Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:58:31.386Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:58:34.899Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:58:41.755Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:59:07.298Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:59:10.580Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T18:59:13.756Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:00:06.942Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:00:10.386Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
[2018-05-24T19:00:12.844Z] jokersus#3343 (275331662865367040) used Ping in Earl bot test server | test [448471053254131712 | 448471053254131714] 
